x"0000", x"0064", x"00C9", x"012D", x"0192", x"01F6", x"025B", x"02BF"
x"4120", x"40CA", x"4073", x"401C", x"3FC5", x"3F6E", x"3F16", x"3EBF"
x"40CA", x"4073", x"401C", x"3FC5", x"3F6E", x"3F16", x"3EBF", x"3E67"
x"4073", x"401C", x"3FC5", x"3F6E", x"3F16", x"3EBF", x"3E67", x"3E0F"
x"401C", x"3FC5", x"3F6E", x"3F16", x"3EBF", x"3E67", x"3E0F", x"3DB7"
x"3FC5", x"3F6E", x"3F16", x"3EBF", x"3E67", x"3E0F", x"3DB7", x"3D5F"
x"3F6E", x"3F16", x"3EBF", x"3E67", x"3E0F", x"3DB7", x"3D5F", x"3D07"
x"3F16", x"3EBF", x"3E67", x"3E0F", x"3DB7", x"3D5F", x"3D07", x"3CAE"
x"3EBF", x"3E67", x"3E0F", x"3DB7", x"3D5F", x"3D07", x"3CAE", x"3C56"
x"3E67", x"3E0F", x"3DB7", x"3D5F", x"3D07", x"3CAE", x"3C56", x"3BFD"
x"3E0F", x"3DB7", x"3D5F", x"3D07", x"3CAE", x"3C56", x"3BFD", x"3BA4"
x"3DB7", x"3D5F", x"3D07", x"3CAE", x"3C56", x"3BFD", x"3BA4", x"3B4B"
x"3D5F", x"3D07", x"3CAE", x"3C56", x"3BFD", x"3BA4", x"3B4B", x"3AF2"
x"3D07", x"3CAE", x"3C56", x"3BFD", x"3BA4", x"3B4B", x"3AF2", x"3A99"
x"3CAE", x"3C56", x"3BFD", x"3BA4", x"3B4B", x"3AF2", x"3A99", x"3A3F"
x"3C56", x"3BFD", x"3BA4", x"3B4B", x"3AF2", x"3A99", x"3A3F", x"39E6"
x"3BFD", x"3BA4", x"3B4B", x"3AF2", x"3A99", x"3A3F", x"39E6", x"398C"
x"3BA4", x"3B4B", x"3AF2", x"3A99", x"3A3F", x"39E6", x"398C", x"3932"
x"3B4B", x"3AF2", x"3A99", x"3A3F", x"39E6", x"398C", x"3932", x"38D8"
x"3AF2", x"3A99", x"3A3F", x"39E6", x"398C", x"3932", x"38D8", x"387E"
x"3A99", x"3A3F", x"39E6", x"398C", x"3932", x"38D8", x"387E", x"3824"
x"3A3F", x"39E6", x"398C", x"3932", x"38D8", x"387E", x"3824", x"37C9"
x"39E6", x"398C", x"3932", x"38D8", x"387E", x"3824", x"37C9", x"376F"
x"398C", x"3932", x"38D8", x"387E", x"3824", x"37C9", x"376F", x"3714"
x"3932", x"38D8", x"387E", x"3824", x"37C9", x"376F", x"3714", x"36B9"
x"38D8", x"387E", x"3824", x"37C9", x"376F", x"3714", x"36B9", x"365E"
x"387E", x"3824", x"37C9", x"376F", x"3714", x"36B9", x"365E", x"3603"
x"3824", x"37C9", x"376F", x"3714", x"36B9", x"365E", x"3603", x"35A8"
x"37C9", x"376F", x"3714", x"36B9", x"365E", x"3603", x"35A8", x"354D"
x"376F", x"3714", x"36B9", x"365E", x"3603", x"35A8", x"354D", x"34F1"
x"3714", x"36B9", x"365E", x"3603", x"35A8", x"354D", x"34F1", x"3496"
x"36B9", x"365E", x"3603", x"35A8", x"354D", x"34F1", x"3496", x"343A"
x"365E", x"3603", x"35A8", x"354D", x"34F1", x"3496", x"343A", x"33DE"
x"3603", x"35A8", x"354D", x"34F1", x"3496", x"343A", x"33DE", x"3382"
x"35A8", x"354D", x"34F1", x"3496", x"343A", x"33DE", x"3382", x"3326"
x"354D", x"34F1", x"3496", x"343A", x"33DE", x"3382", x"3326", x"32CA"
x"34F1", x"3496", x"343A", x"33DE", x"3382", x"3326", x"32CA", x"326D"
x"3496", x"343A", x"33DE", x"3382", x"3326", x"32CA", x"326D", x"3211"
x"343A", x"33DE", x"3382", x"3326", x"32CA", x"326D", x"3211", x"31B4"
x"33DE", x"3382", x"3326", x"32CA", x"326D", x"3211", x"31B4", x"3158"
x"3382", x"3326", x"32CA", x"326D", x"3211", x"31B4", x"3158", x"30FB"
x"3326", x"32CA", x"326D", x"3211", x"31B4", x"3158", x"30FB", x"309E"
x"32CA", x"326D", x"3211", x"31B4", x"3158", x"30FB", x"309E", x"3041"
x"326D", x"3211", x"31B4", x"3158", x"30FB", x"309E", x"3041", x"2FE4"
x"3211", x"31B4", x"3158", x"30FB", x"309E", x"3041", x"2FE4", x"2F86"
x"31B4", x"3158", x"30FB", x"309E", x"3041", x"2FE4", x"2F86", x"2F29"
x"3158", x"30FB", x"309E", x"3041", x"2FE4", x"2F86", x"2F29", x"2ECC"
x"30FB", x"309E", x"3041", x"2FE4", x"2F86", x"2F29", x"2ECC", x"2E6E"
x"309E", x"3041", x"2FE4", x"2F86", x"2F29", x"2ECC", x"2E6E", x"2E10"
x"3041", x"2FE4", x"2F86", x"2F29", x"2ECC", x"2E6E", x"2E10", x"2DB2"
x"2FE4", x"2F86", x"2F29", x"2ECC", x"2E6E", x"2E10", x"2DB2", x"2D54"
x"2F86", x"2F29", x"2ECC", x"2E6E", x"2E10", x"2DB2", x"2D54", x"2CF6"
x"2F29", x"2ECC", x"2E6E", x"2E10", x"2DB2", x"2D54", x"2CF6", x"2C98"
x"2ECC", x"2E6E", x"2E10", x"2DB2", x"2D54", x"2CF6", x"2C98", x"2C3A"
x"2E6E", x"2E10", x"2DB2", x"2D54", x"2CF6", x"2C98", x"2C3A", x"2BDB"
x"2E10", x"2DB2", x"2D54", x"2CF6", x"2C98", x"2C3A", x"2BDB", x"2B7D"
x"2DB2", x"2D54", x"2CF6", x"2C98", x"2C3A", x"2BDB", x"2B7D", x"2B1E"
x"2D54", x"2CF6", x"2C98", x"2C3A", x"2BDB", x"2B7D", x"2B1E", x"2AC0"
x"2CF6", x"2C98", x"2C3A", x"2BDB", x"2B7D", x"2B1E", x"2AC0", x"2A61"
x"2C98", x"2C3A", x"2BDB", x"2B7D", x"2B1E", x"2AC0", x"2A61", x"2A02"
x"2C3A", x"2BDB", x"2B7D", x"2B1E", x"2AC0", x"2A61", x"2A02", x"29A3"
x"2BDB", x"2B7D", x"2B1E", x"2AC0", x"2A61", x"2A02", x"29A3", x"2944"
x"2B7D", x"2B1E", x"2AC0", x"2A61", x"2A02", x"29A3", x"2944", x"28E5"
x"2B1E", x"2AC0", x"2A61", x"2A02", x"29A3", x"2944", x"28E5", x"2885"
x"2AC0", x"2A61", x"2A02", x"29A3", x"2944", x"28E5", x"2885", x"2826"
x"2A61", x"2A02", x"29A3", x"2944", x"28E5", x"2885", x"2826", x"27C6"
x"2A02", x"29A3", x"2944", x"28E5", x"2885", x"2826", x"27C6", x"2767"
x"29A3", x"2944", x"28E5", x"2885", x"2826", x"27C6", x"2767", x"2707"
x"2944", x"28E5", x"2885", x"2826", x"27C6", x"2767", x"2707", x"26A7"
x"28E5", x"2885", x"2826", x"27C6", x"2767", x"2707", x"26A7", x"2647"
x"2885", x"2826", x"27C6", x"2767", x"2707", x"26A7", x"2647", x"25E7"
x"2826", x"27C6", x"2767", x"2707", x"26A7", x"2647", x"25E7", x"2587"
x"27C6", x"2767", x"2707", x"26A7", x"2647", x"25E7", x"2587", x"2527"
x"2767", x"2707", x"26A7", x"2647", x"25E7", x"2587", x"2527", x"24C7"
x"2707", x"26A7", x"2647", x"25E7", x"2587", x"2527", x"24C7", x"2467"
x"26A7", x"2647", x"25E7", x"2587", x"2527", x"24C7", x"2467", x"2406"
x"2647", x"25E7", x"2587", x"2527", x"24C7", x"2467", x"2406", x"23A6"
x"25E7", x"2587", x"2527", x"24C7", x"2467", x"2406", x"23A6", x"2345"
x"2587", x"2527", x"24C7", x"2467", x"2406", x"23A6", x"2345", x"22E4"
x"2527", x"24C7", x"2467", x"2406", x"23A6", x"2345", x"22E4", x"2284"
x"24C7", x"2467", x"2406", x"23A6", x"2345", x"22E4", x"2284", x"2223"
x"2467", x"2406", x"23A6", x"2345", x"22E4", x"2284", x"2223", x"21C2"
x"2406", x"23A6", x"2345", x"22E4", x"2284", x"2223", x"21C2", x"2161"
x"23A6", x"2345", x"22E4", x"2284", x"2223", x"21C2", x"2161", x"2100"
x"2345", x"22E4", x"2284", x"2223", x"21C2", x"2161", x"2100", x"209F"
x"22E4", x"2284", x"2223", x"21C2", x"2161", x"2100", x"209F", x"203D"
x"2284", x"2223", x"21C2", x"2161", x"2100", x"209F", x"203D", x"1FDC"
x"2223", x"21C2", x"2161", x"2100", x"209F", x"203D", x"1FDC", x"1F7B"
x"21C2", x"2161", x"2100", x"209F", x"203D", x"1FDC", x"1F7B", x"1F19"
x"2161", x"2100", x"209F", x"203D", x"1FDC", x"1F7B", x"1F19", x"1EB8"
x"2100", x"209F", x"203D", x"1FDC", x"1F7B", x"1F19", x"1EB8", x"1E56"
x"209F", x"203D", x"1FDC", x"1F7B", x"1F19", x"1EB8", x"1E56", x"1DF4"
x"203D", x"1FDC", x"1F7B", x"1F19", x"1EB8", x"1E56", x"1DF4", x"1D93"
x"1FDC", x"1F7B", x"1F19", x"1EB8", x"1E56", x"1DF4", x"1D93", x"1D31"
x"1F7B", x"1F19", x"1EB8", x"1E56", x"1DF4", x"1D93", x"1D31", x"1CCF"
x"1F19", x"1EB8", x"1E56", x"1DF4", x"1D93", x"1D31", x"1CCF", x"1C6D"
x"1EB8", x"1E56", x"1DF4", x"1D93", x"1D31", x"1CCF", x"1C6D", x"1C0B"
x"1E56", x"1DF4", x"1D93", x"1D31", x"1CCF", x"1C6D", x"1C0B", x"1BA9"
x"1DF4", x"1D93", x"1D31", x"1CCF", x"1C6D", x"1C0B", x"1BA9", x"1B46"
x"1D93", x"1D31", x"1CCF", x"1C6D", x"1C0B", x"1BA9", x"1B46", x"1AE4"
x"1D31", x"1CCF", x"1C6D", x"1C0B", x"1BA9", x"1B46", x"1AE4", x"1A82"
x"1CCF", x"1C6D", x"1C0B", x"1BA9", x"1B46", x"1AE4", x"1A82", x"1A20"
x"1C6D", x"1C0B", x"1BA9", x"1B46", x"1AE4", x"1A82", x"1A20", x"19BD"
x"1C0B", x"1BA9", x"1B46", x"1AE4", x"1A82", x"1A20", x"19BD", x"195B"
x"1BA9", x"1B46", x"1AE4", x"1A82", x"1A20", x"19BD", x"195B", x"18F8"
x"1B46", x"1AE4", x"1A82", x"1A20", x"19BD", x"195B", x"18F8", x"1895"
x"1AE4", x"1A82", x"1A20", x"19BD", x"195B", x"18F8", x"1895", x"1833"
x"1A82", x"1A20", x"19BD", x"195B", x"18F8", x"1895", x"1833", x"17D0"
x"1A20", x"19BD", x"195B", x"18F8", x"1895", x"1833", x"17D0", x"176D"
x"19BD", x"195B", x"18F8", x"1895", x"1833", x"17D0", x"176D", x"170A"
x"195B", x"18F8", x"1895", x"1833", x"17D0", x"176D", x"170A", x"16A7"
x"18F8", x"1895", x"1833", x"17D0", x"176D", x"170A", x"16A7", x"1644"
x"1895", x"1833", x"17D0", x"176D", x"170A", x"16A7", x"1644", x"15E1"
x"1833", x"17D0", x"176D", x"170A", x"16A7", x"1644", x"15E1", x"157E"
x"17D0", x"176D", x"170A", x"16A7", x"1644", x"15E1", x"157E", x"151B"
x"176D", x"170A", x"16A7", x"1644", x"15E1", x"157E", x"151B", x"14B8"
x"170A", x"16A7", x"1644", x"15E1", x"157E", x"151B", x"14B8", x"1455"
x"16A7", x"1644", x"15E1", x"157E", x"151B", x"14B8", x"1455", x"13F2"
x"1644", x"15E1", x"157E", x"151B", x"14B8", x"1455", x"13F2", x"138E"
x"15E1", x"157E", x"151B", x"14B8", x"1455", x"13F2", x"138E", x"132B"
x"157E", x"151B", x"14B8", x"1455", x"13F2", x"138E", x"132B", x"12C7"
x"151B", x"14B8", x"1455", x"13F2", x"138E", x"132B", x"12C7", x"1264"
x"14B8", x"1455", x"13F2", x"138E", x"132B", x"12C7", x"1264", x"1200"
x"1455", x"13F2", x"138E", x"132B", x"12C7", x"1264", x"1200", x"119D"
x"13F2", x"138E", x"132B", x"12C7", x"1264", x"1200", x"119D", x"1139"
x"138E", x"132B", x"12C7", x"1264", x"1200", x"119D", x"1139", x"10D6"
x"132B", x"12C7", x"1264", x"1200", x"119D", x"1139", x"10D6", x"1072"
x"12C7", x"1264", x"1200", x"119D", x"1139", x"10D6", x"1072", x"100E"
x"1264", x"1200", x"119D", x"1139", x"10D6", x"1072", x"100E", x"0FAB"
x"1200", x"119D", x"1139", x"10D6", x"1072", x"100E", x"0FAB", x"0F47"
x"119D", x"1139", x"10D6", x"1072", x"100E", x"0FAB", x"0F47", x"0EE3"
x"1139", x"10D6", x"1072", x"100E", x"0FAB", x"0F47", x"0EE3", x"0E7F"
x"10D6", x"1072", x"100E", x"0FAB", x"0F47", x"0EE3", x"0E7F", x"0E1B"
x"1072", x"100E", x"0FAB", x"0F47", x"0EE3", x"0E7F", x"0E1B", x"0DB7"
x"100E", x"0FAB", x"0F47", x"0EE3", x"0E7F", x"0E1B", x"0DB7", x"0D53"
x"0FAB", x"0F47", x"0EE3", x"0E7F", x"0E1B", x"0DB7", x"0D53", x"0CEF"
x"0F47", x"0EE3", x"0E7F", x"0E1B", x"0DB7", x"0D53", x"0CEF", x"0C8B"
x"0EE3", x"0E7F", x"0E1B", x"0DB7", x"0D53", x"0CEF", x"0C8B", x"0C27"
x"0E7F", x"0E1B", x"0DB7", x"0D53", x"0CEF", x"0C8B", x"0C27", x"0BC3"
x"0E1B", x"0DB7", x"0D53", x"0CEF", x"0C8B", x"0C27", x"0BC3", x"0B5F"
x"0DB7", x"0D53", x"0CEF", x"0C8B", x"0C27", x"0BC3", x"0B5F", x"0AFB"
x"0D53", x"0CEF", x"0C8B", x"0C27", x"0BC3", x"0B5F", x"0AFB", x"0A97"
x"0CEF", x"0C8B", x"0C27", x"0BC3", x"0B5F", x"0AFB", x"0A97", x"0A32"
x"0C8B", x"0C27", x"0BC3", x"0B5F", x"0AFB", x"0A97", x"0A32", x"09CE"
x"0C27", x"0BC3", x"0B5F", x"0AFB", x"0A97", x"0A32", x"09CE", x"096A"
x"0BC3", x"0B5F", x"0AFB", x"0A97", x"0A32", x"09CE", x"096A", x"0906"
x"0B5F", x"0AFB", x"0A97", x"0A32", x"09CE", x"096A", x"0906", x"08A1"
x"0AFB", x"0A97", x"0A32", x"09CE", x"096A", x"0906", x"08A1", x"083D"
x"0A97", x"0A32", x"09CE", x"096A", x"0906", x"08A1", x"083D", x"07D9"
x"0A32", x"09CE", x"096A", x"0906", x"08A1", x"083D", x"07D9", x"0774"
x"09CE", x"096A", x"0906", x"08A1", x"083D", x"07D9", x"0774", x"0710"
x"096A", x"0906", x"08A1", x"083D", x"07D9", x"0774", x"0710", x"06AC"
x"0906", x"08A1", x"083D", x"07D9", x"0774", x"0710", x"06AC", x"0647"
x"08A1", x"083D", x"07D9", x"0774", x"0710", x"06AC", x"0647", x"05E3"
x"083D", x"07D9", x"0774", x"0710", x"06AC", x"0647", x"05E3", x"057E"
x"07D9", x"0774", x"0710", x"06AC", x"0647", x"05E3", x"057E", x"051A"
x"0774", x"0710", x"06AC", x"0647", x"05E3", x"057E", x"051A", x"04B6"
x"0710", x"06AC", x"0647", x"05E3", x"057E", x"051A", x"04B6", x"0451"
x"06AC", x"0647", x"05E3", x"057E", x"051A", x"04B6", x"0451", x"03ED"
x"0647", x"05E3", x"057E", x"051A", x"04B6", x"0451", x"03ED", x"0388"
x"05E3", x"057E", x"051A", x"04B6", x"0451", x"03ED", x"0388", x"0324"
x"057E", x"051A", x"04B6", x"0451", x"03ED", x"0388", x"0324", x"02BF"
x"051A", x"04B6", x"0451", x"03ED", x"0388", x"0324", x"02BF", x"025B"
x"04B6", x"0451", x"03ED", x"0388", x"0324", x"02BF", x"025B", x"01F6"
x"0451", x"03ED", x"0388", x"0324", x"02BF", x"025B", x"01F6", x"0192"
x"03ED", x"0388", x"0324", x"02BF", x"025B", x"01F6", x"0192", x"012D"
x"0388", x"0324", x"02BF", x"025B", x"01F6", x"0192", x"012D", x"00C9"
x"0324", x"02BF", x"025B", x"01F6", x"0192", x"012D", x"00C9", x"0064"
x"02BF", x"025B", x"01F6", x"0192", x"012D", x"00C9", x"0064", x"0000"
x"025B", x"01F6", x"0192", x"012D", x"00C9", x"0064", x"0000", x"FF9C"
x"01F6", x"0192", x"012D", x"00C9", x"0064", x"0000", x"FF9C", x"FF37"
x"0192", x"012D", x"00C9", x"0064", x"0000", x"FF9C", x"FF37", x"FED3"
x"012D", x"00C9", x"0064", x"0000", x"FF9C", x"FF37", x"FED3", x"FE6E"
x"00C9", x"0064", x"0000", x"FF9C", x"FF37", x"FED3", x"FE6E", x"FE0A"
x"0064", x"0000", x"FF9C", x"FF37", x"FED3", x"FE6E", x"FE0A", x"FDA5"
x"0000", x"FF9C", x"FF37", x"FED3", x"FE6E", x"FE0A", x"FDA5", x"FD41"
x"FF9C", x"FF37", x"FED3", x"FE6E", x"FE0A", x"FDA5", x"FD41", x"FCDC"
x"FF37", x"FED3", x"FE6E", x"FE0A", x"FDA5", x"FD41", x"FCDC", x"FC78"
x"FED3", x"FE6E", x"FE0A", x"FDA5", x"FD41", x"FCDC", x"FC78", x"FC13"
x"FE6E", x"FE0A", x"FDA5", x"FD41", x"FCDC", x"FC78", x"FC13", x"FBAF"
x"FE0A", x"FDA5", x"FD41", x"FCDC", x"FC78", x"FC13", x"FBAF", x"FB4A"
x"FDA5", x"FD41", x"FCDC", x"FC78", x"FC13", x"FBAF", x"FB4A", x"FAE6"
x"FD41", x"FCDC", x"FC78", x"FC13", x"FBAF", x"FB4A", x"FAE6", x"FA82"
x"FCDC", x"FC78", x"FC13", x"FBAF", x"FB4A", x"FAE6", x"FA82", x"FA1D"
x"FC78", x"FC13", x"FBAF", x"FB4A", x"FAE6", x"FA82", x"FA1D", x"F9B9"
x"FC13", x"FBAF", x"FB4A", x"FAE6", x"FA82", x"FA1D", x"F9B9", x"F954"
x"FBAF", x"FB4A", x"FAE6", x"FA82", x"FA1D", x"F9B9", x"F954", x"F8F0"
x"FB4A", x"FAE6", x"FA82", x"FA1D", x"F9B9", x"F954", x"F8F0", x"F88C"
x"FAE6", x"FA82", x"FA1D", x"F9B9", x"F954", x"F8F0", x"F88C", x"F827"
x"FA82", x"FA1D", x"F9B9", x"F954", x"F8F0", x"F88C", x"F827", x"F7C3"
x"FA1D", x"F9B9", x"F954", x"F8F0", x"F88C", x"F827", x"F7C3", x"F75F"
x"F9B9", x"F954", x"F8F0", x"F88C", x"F827", x"F7C3", x"F75F", x"F6FA"
x"F954", x"F8F0", x"F88C", x"F827", x"F7C3", x"F75F", x"F6FA", x"F696"
x"F8F0", x"F88C", x"F827", x"F7C3", x"F75F", x"F6FA", x"F696", x"F632"
x"F88C", x"F827", x"F7C3", x"F75F", x"F6FA", x"F696", x"F632", x"F5CE"
x"F827", x"F7C3", x"F75F", x"F6FA", x"F696", x"F632", x"F5CE", x"F569"
x"F7C3", x"F75F", x"F6FA", x"F696", x"F632", x"F5CE", x"F569", x"F505"
x"F75F", x"F6FA", x"F696", x"F632", x"F5CE", x"F569", x"F505", x"F4A1"
x"F6FA", x"F696", x"F632", x"F5CE", x"F569", x"F505", x"F4A1", x"F43D"
x"F696", x"F632", x"F5CE", x"F569", x"F505", x"F4A1", x"F43D", x"F3D9"
x"F632", x"F5CE", x"F569", x"F505", x"F4A1", x"F43D", x"F3D9", x"F375"
x"F5CE", x"F569", x"F505", x"F4A1", x"F43D", x"F3D9", x"F375", x"F311"
x"F569", x"F505", x"F4A1", x"F43D", x"F3D9", x"F375", x"F311", x"F2AD"
x"F505", x"F4A1", x"F43D", x"F3D9", x"F375", x"F311", x"F2AD", x"F249"
x"F4A1", x"F43D", x"F3D9", x"F375", x"F311", x"F2AD", x"F249", x"F1E5"
x"F43D", x"F3D9", x"F375", x"F311", x"F2AD", x"F249", x"F1E5", x"F181"
x"F3D9", x"F375", x"F311", x"F2AD", x"F249", x"F1E5", x"F181", x"F11D"
x"F375", x"F311", x"F2AD", x"F249", x"F1E5", x"F181", x"F11D", x"F0B9"
x"F311", x"F2AD", x"F249", x"F1E5", x"F181", x"F11D", x"F0B9", x"F055"
x"F2AD", x"F249", x"F1E5", x"F181", x"F11D", x"F0B9", x"F055", x"EFF2"
x"F249", x"F1E5", x"F181", x"F11D", x"F0B9", x"F055", x"EFF2", x"EF8E"
x"F1E5", x"F181", x"F11D", x"F0B9", x"F055", x"EFF2", x"EF8E", x"EF2A"
x"F181", x"F11D", x"F0B9", x"F055", x"EFF2", x"EF8E", x"EF2A", x"EEC7"
x"F11D", x"F0B9", x"F055", x"EFF2", x"EF8E", x"EF2A", x"EEC7", x"EE63"
x"F0B9", x"F055", x"EFF2", x"EF8E", x"EF2A", x"EEC7", x"EE63", x"EE00"
x"F055", x"EFF2", x"EF8E", x"EF2A", x"EEC7", x"EE63", x"EE00", x"ED9C"
x"EFF2", x"EF8E", x"EF2A", x"EEC7", x"EE63", x"EE00", x"ED9C", x"ED39"
x"EF8E", x"EF2A", x"EEC7", x"EE63", x"EE00", x"ED9C", x"ED39", x"ECD5"
x"EF2A", x"EEC7", x"EE63", x"EE00", x"ED9C", x"ED39", x"ECD5", x"EC72"
x"EEC7", x"EE63", x"EE00", x"ED9C", x"ED39", x"ECD5", x"EC72", x"EC0E"
x"EE63", x"EE00", x"ED9C", x"ED39", x"ECD5", x"EC72", x"EC0E", x"EBAB"
x"EE00", x"ED9C", x"ED39", x"ECD5", x"EC72", x"EC0E", x"EBAB", x"EB48"
x"ED9C", x"ED39", x"ECD5", x"EC72", x"EC0E", x"EBAB", x"EB48", x"EAE5"
x"ED39", x"ECD5", x"EC72", x"EC0E", x"EBAB", x"EB48", x"EAE5", x"EA82"
x"ECD5", x"EC72", x"EC0E", x"EBAB", x"EB48", x"EAE5", x"EA82", x"EA1F"
x"EC72", x"EC0E", x"EBAB", x"EB48", x"EAE5", x"EA82", x"EA1F", x"E9BC"
x"EC0E", x"EBAB", x"EB48", x"EAE5", x"EA82", x"EA1F", x"E9BC", x"E959"
x"EBAB", x"EB48", x"EAE5", x"EA82", x"EA1F", x"E9BC", x"E959", x"E8F6"
x"EB48", x"EAE5", x"EA82", x"EA1F", x"E9BC", x"E959", x"E8F6", x"E893"
x"EAE5", x"EA82", x"EA1F", x"E9BC", x"E959", x"E8F6", x"E893", x"E830"
x"EA82", x"EA1F", x"E9BC", x"E959", x"E8F6", x"E893", x"E830", x"E7CD"
x"EA1F", x"E9BC", x"E959", x"E8F6", x"E893", x"E830", x"E7CD", x"E76B"
x"E9BC", x"E959", x"E8F6", x"E893", x"E830", x"E7CD", x"E76B", x"E708"
x"E959", x"E8F6", x"E893", x"E830", x"E7CD", x"E76B", x"E708", x"E6A5"
x"E8F6", x"E893", x"E830", x"E7CD", x"E76B", x"E708", x"E6A5", x"E643"
x"E893", x"E830", x"E7CD", x"E76B", x"E708", x"E6A5", x"E643", x"E5E0"
x"E830", x"E7CD", x"E76B", x"E708", x"E6A5", x"E643", x"E5E0", x"E57E"
x"E7CD", x"E76B", x"E708", x"E6A5", x"E643", x"E5E0", x"E57E", x"E51C"
x"E76B", x"E708", x"E6A5", x"E643", x"E5E0", x"E57E", x"E51C", x"E4BA"
x"E708", x"E6A5", x"E643", x"E5E0", x"E57E", x"E51C", x"E4BA", x"E457"
x"E6A5", x"E643", x"E5E0", x"E57E", x"E51C", x"E4BA", x"E457", x"E3F5"
x"E643", x"E5E0", x"E57E", x"E51C", x"E4BA", x"E457", x"E3F5", x"E393"
x"E5E0", x"E57E", x"E51C", x"E4BA", x"E457", x"E3F5", x"E393", x"E331"
x"E57E", x"E51C", x"E4BA", x"E457", x"E3F5", x"E393", x"E331", x"E2CF"
x"E51C", x"E4BA", x"E457", x"E3F5", x"E393", x"E331", x"E2CF", x"E26D"
x"E4BA", x"E457", x"E3F5", x"E393", x"E331", x"E2CF", x"E26D", x"E20C"
x"E457", x"E3F5", x"E393", x"E331", x"E2CF", x"E26D", x"E20C", x"E1AA"
x"E3F5", x"E393", x"E331", x"E2CF", x"E26D", x"E20C", x"E1AA", x"E148"
x"E393", x"E331", x"E2CF", x"E26D", x"E20C", x"E1AA", x"E148", x"E0E7"
x"E331", x"E2CF", x"E26D", x"E20C", x"E1AA", x"E148", x"E0E7", x"E085"
x"E2CF", x"E26D", x"E20C", x"E1AA", x"E148", x"E0E7", x"E085", x"E024"
x"E26D", x"E20C", x"E1AA", x"E148", x"E0E7", x"E085", x"E024", x"DFC3"
x"E20C", x"E1AA", x"E148", x"E0E7", x"E085", x"E024", x"DFC3", x"DF61"
x"E1AA", x"E148", x"E0E7", x"E085", x"E024", x"DFC3", x"DF61", x"DF00"
x"E148", x"E0E7", x"E085", x"E024", x"DFC3", x"DF61", x"DF00", x"DE9F"
x"E0E7", x"E085", x"E024", x"DFC3", x"DF61", x"DF00", x"DE9F", x"DE3E"
x"E085", x"E024", x"DFC3", x"DF61", x"DF00", x"DE9F", x"DE3E", x"DDDD"
x"E024", x"DFC3", x"DF61", x"DF00", x"DE9F", x"DE3E", x"DDDD", x"DD7C"
x"DFC3", x"DF61", x"DF00", x"DE9F", x"DE3E", x"DDDD", x"DD7C", x"DD1C"
x"DF61", x"DF00", x"DE9F", x"DE3E", x"DDDD", x"DD7C", x"DD1C", x"DCBB"
x"DF00", x"DE9F", x"DE3E", x"DDDD", x"DD7C", x"DD1C", x"DCBB", x"DC5A"
x"DE9F", x"DE3E", x"DDDD", x"DD7C", x"DD1C", x"DCBB", x"DC5A", x"DBFA"
x"DE3E", x"DDDD", x"DD7C", x"DD1C", x"DCBB", x"DC5A", x"DBFA", x"DB99"
x"DDDD", x"DD7C", x"DD1C", x"DCBB", x"DC5A", x"DBFA", x"DB99", x"DB39"
x"DD7C", x"DD1C", x"DCBB", x"DC5A", x"DBFA", x"DB99", x"DB39", x"DAD9"
x"DD1C", x"DCBB", x"DC5A", x"DBFA", x"DB99", x"DB39", x"DAD9", x"DA79"
x"DCBB", x"DC5A", x"DBFA", x"DB99", x"DB39", x"DAD9", x"DA79", x"DA19"
x"DC5A", x"DBFA", x"DB99", x"DB39", x"DAD9", x"DA79", x"DA19", x"D9B9"
x"DBFA", x"DB99", x"DB39", x"DAD9", x"DA79", x"DA19", x"D9B9", x"D959"
x"DB99", x"DB39", x"DAD9", x"DA79", x"DA19", x"D9B9", x"D959", x"D8F9"
x"DB39", x"DAD9", x"DA79", x"DA19", x"D9B9", x"D959", x"D8F9", x"D899"
x"DAD9", x"DA79", x"DA19", x"D9B9", x"D959", x"D8F9", x"D899", x"D83A"
x"DA79", x"DA19", x"D9B9", x"D959", x"D8F9", x"D899", x"D83A", x"D7DA"
x"DA19", x"D9B9", x"D959", x"D8F9", x"D899", x"D83A", x"D7DA", x"D77B"
x"D9B9", x"D959", x"D8F9", x"D899", x"D83A", x"D7DA", x"D77B", x"D71B"
x"D959", x"D8F9", x"D899", x"D83A", x"D7DA", x"D77B", x"D71B", x"D6BC"
x"D8F9", x"D899", x"D83A", x"D7DA", x"D77B", x"D71B", x"D6BC", x"D65D"
x"D899", x"D83A", x"D7DA", x"D77B", x"D71B", x"D6BC", x"D65D", x"D5FE"
x"D83A", x"D7DA", x"D77B", x"D71B", x"D6BC", x"D65D", x"D5FE", x"D59F"
x"D7DA", x"D77B", x"D71B", x"D6BC", x"D65D", x"D5FE", x"D59F", x"D540"
x"D77B", x"D71B", x"D6BC", x"D65D", x"D5FE", x"D59F", x"D540", x"D4E2"
x"D71B", x"D6BC", x"D65D", x"D5FE", x"D59F", x"D540", x"D4E2", x"D483"
x"D6BC", x"D65D", x"D5FE", x"D59F", x"D540", x"D4E2", x"D483", x"D425"
x"D65D", x"D5FE", x"D59F", x"D540", x"D4E2", x"D483", x"D425", x"D3C6"
x"D5FE", x"D59F", x"D540", x"D4E2", x"D483", x"D425", x"D3C6", x"D368"
